date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2019,Megawatts_2020,Megawatts_2021
04-10T13:00:00,64.6,60.1,70.0,49.4,42.1,55.9,1016.2,1012.8,1019.6,1.6,1.9,21.2,21.2,24.7,20.0,13.0,64.6,64.6,13.6,0.2,252.0,12.6,7.0,62.3,6.0,32.4,21135.0,19955.58333333333,17517.666666666668
04-10T14:00:00,64.4,60.1,70.0,49.5,41.0,55.9,1015.7,1012.3,1018.9,1.4,2.0,21.0,23.7,25.4,19.8,10.1,64.4,64.4,14.5,0.2,254.0,13.6,7.0,65.6,6.0,30.6,21294.25,19464.25,17920.833333333332
04-10T15:00:00,63.8,59.0,69.1,49.6,43.0,55.9,1015.2,1011.6,1018.5,1.1,2.4,21.0,23.4,26.6,19.0,10.0,63.8,63.8,14.9,0.2,255.0,14.2,7.0,71.7,6.0,25.1,21710.916666666668,19433.08333333333,18951.08333333333
04-10T16:00:00,62.8,57.9,68.0,49.7,43.0,55.9,1014.9,1011.0,1018.1,0.9,3.0,20.4,23.6,24.3,19.0,12.6,62.8,62.8,14.7,0.0,254.0,13.9,7.0,70.2,6.0,26.3,22601.58333333333,20031.33333333333,20222.08333333333
04-10T17:00:00,61.6,57.0,66.0,49.7,43.0,55.0,1014.8,1011.1,1018.0,0.6,4.0,23.3,24.1,24.3,17.4,10.8,61.6,61.6,13.8,0.4,256.0,13.1,7.0,70.3,6.0,26.3,23819.916666666668,21054.916666666668,21880.83333333333
04-10T18:00:00,59.9,55.9,64.9,49.7,43.0,55.9,1014.8,1011.2,1018.0,0.3,5.4,23.0,24.0,21.5,19.0,12.5,59.9,59.9,12.3,0.2,256.0,11.6,7.0,67.3,6.0,27.8,25034.916666666668,22201.83333333333,23627.166666666668
04-10T19:00:00,59.0,55.0,63.0,49.5,43.0,55.0,1015.0,1011.4,1018.1,0.2,6.2,19.7,29.0,21.6,17.9,11.8,59.0,59.0,10.7,1.1,258.0,9.8,7.0,59.8,6.0,30.9,26520.166666666668,23509.916666666668,24913.08333333333
04-10T20:00:00,58.7,55.0,63.0,49.4,43.0,55.0,1015.5,1012.0,1018.6,0.2,6.5,33.8,23.4,17.0,14.4,11.4,58.7,58.7,8.9,3.6,258.0,7.6,7.0,50.4,6.0,30.5,26979.166666666668,23839.58333333333,25151.0
04-10T21:00:00,58.4,54.0,62.1,49.2,42.1,55.0,1015.9,1012.2,1018.9,0.2,6.8,36.3,22.1,16.1,13.2,12.3,58.4,58.4,7.6,6.0,253.0,5.5,7.0,36.9,6.0,31.3,25833.666666666668,23052.5,24326.666666666668
04-10T22:00:00,58.2,54.0,62.1,49.0,41.0,55.0,1015.9,1012.3,1019.0,0.1,6.9,36.9,19.7,12.6,16.5,14.2,58.2,58.2,6.7,11.5,252.0,3.9,7.0,28.4,6.0,24.7,23849.0,21853.916666666668,23028.166666666668
04-10T23:00:00,57.7,54.0,62.1,48.9,41.0,55.0,1016.0,1012.5,1019.0,0.1,7.4,38.1,20.0,13.1,14.4,14.4,57.7,57.7,6.1,12.4,252.0,2.6,7.0,25.8,6.0,18.3,22122.0,20432.166666666668,21766.18181818182
04-11T00:00:00,57.2,53.1,61.0,48.8,41.0,55.0,1016.0,1012.4,1019.1,0.1,7.9,36.7,21.2,13.3,14.8,14.0,57.2,57.1,5.6,17.1,263.0,1.0,7.0,18.6,3.0,17.3,20897.30769230769,19574.23076923077,20900.76923076923
04-11T01:00:00,56.8,53.1,61.0,48.5,39.9,55.0,1015.8,1012.1,1019.0,0.1,8.3,36.6,21.6,11.4,14.9,15.4,56.8,56.7,5.0,20.4,358.0,0.2,3.0,19.3,7.0,13.7,20092.666666666668,18693.0,20167.83333333333
04-11T02:00:00,56.1,52.0,60.1,48.4,39.9,55.0,1015.5,1012.0,1018.7,0.0,8.9,35.7,20.0,13.2,13.0,18.2,56.1,56.0,4.3,27.8,38.0,0.6,3.0,20.6,7.0,11.6,19680.58333333333,18123.08333333333,19663.666666666668
04-11T03:00:00,55.5,51.1,60.1,48.2,39.9,55.0,1015.4,1012.0,1018.7,0.0,9.5,33.8,20.5,11.2,13.0,21.5,55.5,55.4,4.3,26.0,61.0,1.1,3.0,25.7,2.0,13.3,19584.33333333333,17847.333333333332,19347.5
04-11T04:00:00,55.2,51.1,59.0,47.9,39.9,55.0,1015.3,1011.9,1018.6,0.0,9.8,30.6,17.5,12.7,15.7,23.5,55.2,54.9,4.5,21.3,67.0,1.2,3.0,29.3,2.0,15.1,20059.33333333333,17871.583333333332,19289.83333333333
04-11T05:00:00,54.9,50.0,59.0,47.5,37.0,54.0,1015.5,1012.1,1018.7,0.0,10.1,25.5,21.7,17.1,15.3,20.4,54.9,54.7,4.6,20.7,61.0,1.4,3.0,27.9,2.0,17.3,21473.166666666668,18153.58333333333,19524.25
04-11T06:00:00,55.3,50.0,59.0,47.5,36.0,54.0,1015.9,1012.6,1019.1,0.0,9.7,15.3,19.8,22.7,21.6,20.6,55.3,55.1,4.8,19.3,73.0,1.4,3.0,33.3,2.0,9.3,23554.25,18536.58333333333,19756.33333333333
04-11T07:00:00,57.5,53.1,62.1,48.1,37.9,55.0,1016.4,1013.1,1019.6,0.1,7.6,16.1,20.2,20.5,20.2,23.0,57.5,57.4,5.3,16.4,78.0,1.6,3.0,34.5,2.0,12.1,24182.83333333333,18332.75,19532.666666666668
04-11T08:00:00,60.3,55.0,66.0,47.8,37.0,55.0,1016.6,1013.3,1019.9,0.5,5.3,17.0,21.6,19.3,20.1,21.9,60.3,60.2,5.7,15.3,112.0,0.9,3.0,26.4,4.0,16.9,23862.33333333333,18008.833333333332,19062.83333333333
04-11T09:00:00,62.8,57.0,70.0,47.2,36.0,55.0,1016.8,1013.4,1020.1,1.3,3.5,19.1,17.6,20.9,22.1,20.4,62.8,62.7,6.0,15.6,230.0,1.5,7.0,20.3,4.0,16.9,23541.58333333333,17511.083333333332,18202.08333333333
04-11T10:00:00,64.3,57.9,73.0,47.6,35.1,55.9,1017.0,1013.6,1020.2,1.9,2.6,17.0,19.5,21.4,24.5,17.5,64.3,64.3,8.3,7.3,247.0,5.5,7.0,40.7,6.0,25.9,23290.666666666668,16876.333333333332,17387.916666666668
04-11T11:00:00,64.7,59.0,71.1,49.0,41.0,55.9,1016.9,1013.4,1020.2,1.9,2.2,21.0,20.5,23.5,20.7,14.4,64.7,64.7,10.7,1.1,250.0,9.2,7.0,55.1,6.0,33.6,23105.08333333333,16356.583333333334,17162.75
04-11T12:00:00,64.9,60.1,71.1,49.1,39.9,55.9,1016.5,1013.1,1020.0,1.8,2.0,22.4,21.1,24.4,19.3,12.8,64.9,64.8,12.4,0.7,251.0,11.4,7.0,59.3,6.0,33.9,23212.25,15999.583333333334,17045.583333333332
04-11T13:00:00,64.8,60.1,71.1,49.3,41.0,55.9,1016.2,1012.7,1019.6,1.7,1.9,21.1,22.9,24.4,18.9,12.7,64.8,64.8,13.6,0.4,252.0,12.6,7.0,61.5,6.0,33.5,23490.5,15652.333333333334,16839.416666666668
04-11T14:00:00,64.5,60.1,71.1,49.4,41.0,55.9,1015.8,1012.3,1018.9,1.5,1.9,21.4,25.2,24.3,19.4,9.7,64.5,64.5,14.5,0.2,253.0,13.6,7.0,65.4,6.0,31.2,23256.0,15456.416666666666,16926.166666666668
04-11T15:00:00,63.9,59.0,69.1,49.6,43.0,55.9,1015.3,1011.6,1018.5,1.2,2.3,21.6,24.5,26.2,17.9,9.8,63.9,63.9,15.0,0.2,255.0,14.3,7.0,72.7,6.0,24.7,22884.25,15842.333333333334,17885.583333333332
04-11T16:00:00,62.9,59.0,68.0,49.6,43.0,55.9,1015.0,1011.2,1018.1,0.9,3.0,21.2,24.2,23.5,18.5,12.6,62.9,62.9,14.8,0.0,255.0,14.0,7.0,71.4,6.0,25.3,23204.25,16853.583333333332,19378.08333333333
04-11T17:00:00,61.7,57.0,66.0,49.7,43.0,55.9,1014.8,1011.1,1018.0,0.6,3.9,24.1,24.6,24.1,16.2,11.1,61.7,61.7,13.9,0.4,255.0,13.2,7.0,69.3,6.0,27.0,23782.08333333333,18612.0,21385.0
04-11T18:00:00,60.0,55.9,64.9,49.8,43.0,55.9,1014.8,1011.2,1018.0,0.3,5.3,23.7,25.4,20.7,18.0,12.2,60.0,60.0,12.4,0.2,256.0,11.6,7.0,66.8,6.0,28.2,24724.58333333333,20599.25,23168.166666666668
04-11T19:00:00,59.1,55.0,64.0,49.6,43.0,55.0,1015.0,1011.4,1018.1,0.2,6.1,19.9,30.0,21.4,17.2,11.5,59.1,59.1,10.7,0.9,258.0,9.8,7.0,59.8,6.0,31.5,26302.75,22361.666666666668,24510.416666666668
04-11T20:00:00,58.8,55.0,63.0,49.4,43.0,55.9,1015.5,1012.1,1018.6,0.2,6.4,34.1,24.3,16.3,14.4,10.9,58.8,58.8,9.0,3.8,258.0,7.7,7.0,49.2,6.0,31.2,26844.08333333333,22732.5,24940.33333333333
04-11T21:00:00,58.5,55.0,63.0,49.2,42.1,55.0,1015.9,1012.3,1019.0,0.1,6.6,36.8,22.1,16.3,12.7,12.0,58.5,58.5,7.6,6.7,254.0,5.4,7.0,35.1,6.0,32.7,25664.0,21907.08333333333,24102.75
04-11T22:00:00,58.3,54.0,63.0,48.9,41.0,55.0,1015.9,1012.4,1019.1,0.1,6.8,37.0,19.9,13.2,16.4,13.5,58.3,58.3,6.7,11.9,254.0,3.9,7.0,27.7,6.0,24.4,23778.08333333333,20729.33333333333,22667.75
04-11T23:00:00,57.8,54.0,62.1,48.8,41.0,55.0,1016.0,1012.5,1019.2,0.1,7.2,39.0,20.1,12.9,14.1,13.9,57.8,57.8,6.2,12.0,254.0,2.6,7.0,25.4,6.0,18.0,22070.090909090908,19452.33333333333,21279.272727272728
04-12T00:00:00,57.3,53.1,61.0,48.8,39.9,55.0,1016.0,1012.4,1019.1,0.1,7.8,37.7,20.7,13.5,14.5,13.5,57.3,57.2,5.7,16.7,263.0,1.0,7.0,18.4,3.0,18.0,20885.384615384617,18495.69230769231,20323.846153846152
04-12T01:00:00,56.9,53.1,61.0,48.4,39.0,55.0,1015.8,1012.1,1019.0,0.1,8.2,38.1,20.6,11.4,14.9,14.9,56.9,56.8,5.2,19.6,331.0,0.3,3.0,20.2,7.0,15.0,20015.58333333333,17763.916666666668,19758.33333333333
04-12T02:00:00,56.2,52.0,60.1,48.4,39.9,55.0,1015.5,1012.0,1018.8,0.0,8.9,36.0,19.6,14.1,12.4,17.9,56.2,56.1,4.4,27.6,34.0,0.6,3.0,21.0,7.0,12.0,19630.166666666668,17252.75,19409.666666666668
04-12T03:00:00,55.6,51.1,60.1,48.2,39.9,55.0,1015.4,1012.0,1018.7,0.0,9.4,33.5,21.3,11.7,13.2,20.3,55.6,55.4,4.3,26.0,63.0,1.2,3.0,25.2,2.0,14.1,19452.0,16961.75,19372.08333333333
04-12T04:00:00,55.2,51.1,60.1,47.9,39.0,55.0,1015.3,1011.9,1018.7,0.0,9.8,30.6,17.9,13.8,14.7,23.0,55.2,55.1,4.4,21.2,67.0,1.2,3.0,30.0,2.0,14.6,19953.916666666668,16861.75,19828.416666666668
04-12T05:00:00,55.0,50.0,59.0,47.5,37.0,54.0,1015.5,1012.1,1018.8,0.0,10.0,25.2,22.6,17.6,14.5,20.1,55.0,54.8,4.5,21.3,60.0,1.4,3.0,27.7,2.0,17.0,21347.666666666668,17026.666666666668,21000.25
04-12T06:00:00,55.4,50.0,59.0,47.5,36.0,55.0,1015.9,1012.6,1019.1,0.0,9.6,15.7,19.7,22.3,21.3,21.0,55.4,55.2,4.8,18.7,71.0,1.4,3.0,34.3,2.0,10.5,23257.916666666668,17268.25,22855.916666666668
04-12T07:00:00,57.6,53.1,62.1,48.1,37.9,55.9,1016.4,1013.1,1019.6,0.1,7.5,16.0,20.6,20.9,19.8,22.6,57.6,57.5,5.2,17.1,78.0,1.6,3.0,33.9,2.0,12.5,24198.75,17309.833333333332,24058.916666666668
04-12T08:00:00,60.4,55.9,66.9,47.8,37.0,55.0,1016.6,1013.3,1019.9,0.6,5.1,17.0,22.1,19.5,19.8,21.6,60.4,60.4,5.6,15.3,112.0,0.9,3.0,26.3,4.0,16.0,23726.5,17444.916666666668,24504.08333333333
04-12T09:00:00,63.0,57.0,71.1,47.2,35.1,55.0,1016.8,1013.6,1020.1,1.4,3.4,19.3,17.8,21.9,20.9,20.1,63.0,62.9,6.0,15.3,233.0,1.5,7.0,21.0,4.0,15.7,22899.666666666668,17519.166666666668,23862.916666666668
04-12T10:00:00,64.5,57.9,73.0,47.5,34.0,55.9,1017.0,1013.6,1020.3,2.0,2.5,16.8,20.7,22.0,23.0,17.5,64.5,64.5,8.2,8.4,248.0,5.5,7.0,40.9,6.0,25.3,22188.33333333333,17467.25,22778.08333333333
04-12T11:00:00,64.9,59.0,72.0,49.0,41.0,55.9,1016.9,1013.5,1020.2,2.0,2.1,20.9,22.1,24.1,19.3,13.6,64.9,64.9,10.6,1.1,250.0,9.3,7.0,56.4,6.0,32.9,21731.666666666668,17432.0,21880.0
04-12T12:00:00,65.0,60.1,71.1,49.1,39.9,55.9,1016.5,1013.1,1020.0,1.9,1.9,22.6,22.1,25.1,18.3,12.0,65.0,65.0,12.5,0.7,251.0,11.6,7.0,60.2,6.0,34.0,21367.166666666668,17163.916666666668,21156.25
04-12T13:00:00,65.0,60.1,71.1,49.2,41.0,55.9,1016.2,1012.8,1019.7,1.8,1.8,21.9,22.9,25.1,18.7,11.4,65.0,65.0,13.7,0.4,252.0,12.8,7.0,62.4,6.0,33.5,21348.5,16883.666666666668,20915.166666666668
04-12T14:00:00,64.7,60.1,71.1,49.4,41.0,55.9,1015.8,1012.3,1019.2,1.6,1.9,21.6,26.0,24.8,18.7,9.0,64.7,64.7,14.6,0.2,254.0,13.8,7.0,65.8,6.0,31.5,21390.666666666668,16766.833333333332,21018.33333333333
04-12T15:00:00,64.1,60.1,70.0,49.6,42.1,55.9,1015.3,1011.7,1018.5,1.3,2.2,21.3,24.8,27.7,16.9,9.3,64.1,64.1,15.1,0.2,256.0,14.5,7.0,73.8,6.0,23.8,21613.33333333333,17144.833333333332,21753.916666666668
04-12T16:00:00,63.1,59.0,69.1,49.7,42.1,55.9,1015.0,1011.3,1018.2,1.0,2.9,20.8,24.4,24.4,18.7,11.6,63.1,63.1,14.8,0.0,255.0,14.1,7.0,73.1,6.0,24.3,22302.33333333333,17982.166666666668,22827.58333333333
04-12T17:00:00,61.8,57.0,66.9,49.8,43.0,55.9,1014.8,1011.3,1018.2,0.7,3.8,23.8,24.5,24.8,16.4,10.5,61.8,61.8,14.1,0.2,256.0,13.4,7.0,71.0,6.0,25.8,23407.166666666668,19352.5,24027.58333333333
04-12T18:00:00,60.1,55.9,64.9,49.8,44.1,55.0,1014.8,1011.2,1018.0,0.4,5.2,23.4,26.1,20.9,18.4,11.2,60.1,60.1,12.6,0.2,256.0,11.8,7.0,67.5,6.0,27.4,24451.916666666668,20775.08333333333,25148.08333333333
04-12T19:00:00,59.2,55.0,64.0,49.7,43.0,55.0,1015.0,1011.5,1018.1,0.3,6.1,19.6,29.9,22.1,17.6,10.8,59.2,59.2,10.7,0.9,258.0,9.9,7.0,59.8,6.0,31.5,25717.666666666668,22161.0,26359.83333333333
04-12T20:00:00,58.9,55.0,63.0,49.5,43.0,55.9,1015.5,1012.2,1018.6,0.2,6.3,34.1,24.3,16.5,14.4,10.7,58.9,58.9,8.9,3.8,258.0,7.7,7.0,48.4,6.0,32.5,26162.25,22563.666666666668,26538.25
04-12T21:00:00,58.6,55.0,63.0,49.3,42.1,55.0,1015.9,1012.5,1018.9,0.2,6.5,37.6,22.8,15.6,12.7,11.3,58.6,58.6,7.5,7.8,254.0,5.5,7.0,34.5,6.0,32.8,25295.75,21858.416666666668,25622.416666666668
04-12T22:00:00,58.5,54.0,63.0,49.0,41.0,55.0,1015.9,1012.5,1019.0,0.2,6.7,38.0,20.3,13.0,15.7,13.0,58.5,58.5,6.8,12.4,253.0,4.0,7.0,27.8,6.0,24.9,23780.666666666668,20671.166666666668,23856.75
04-12T23:00:00,57.9,54.0,62.1,49.0,41.0,55.0,1016.0,1012.5,1019.2,0.1,7.1,40.0,21.0,12.3,13.3,13.3,57.9,57.9,6.1,13.1,254.0,2.6,7.0,25.1,6.0,18.4,22206.36363636364,19359.33333333333,22308.36363636364
04-13T00:00:00,57.4,53.1,61.0,48.9,41.0,55.0,1016.0,1012.7,1019.1,0.1,7.7,39.2,21.7,12.8,12.8,13.5,57.4,57.3,5.7,16.0,263.0,1.1,7.0,19.0,3.0,18.7,20820.0,18506.615384615383,21202.384615384617
04-13T01:00:00,56.9,53.1,61.0,48.6,39.9,55.0,1015.8,1012.3,1019.0,0.1,8.1,38.9,21.9,10.7,14.2,14.2,56.9,56.9,5.2,19.6,329.0,0.3,3.0,21.1,7.0,14.8,19975.666666666668,17865.166666666668,20601.25
04-13T02:00:00,56.2,52.0,60.1,48.5,39.9,55.0,1015.5,1012.1,1018.8,0.1,8.8,37.1,20.0,14.1,12.1,16.6,56.2,56.1,4.3,28.0,35.0,0.6,3.0,21.5,7.0,12.5,19406.75,17355.833333333332,20161.5
04-13T03:00:00,55.6,51.1,60.1,48.3,39.9,55.0,1015.4,1012.1,1018.7,0.0,9.4,35.0,21.1,12.4,13.2,18.4,55.6,55.5,4.3,26.4,66.0,1.3,3.0,26.1,2.0,14.3,19106.916666666668,17247.333333333332,19940.666666666668
04-13T04:00:00,55.3,51.1,60.1,48.0,39.9,55.0,1015.3,1012.0,1018.7,0.0,9.7,31.5,18.9,13.3,14.5,21.8,55.3,55.1,4.4,20.9,68.0,1.2,3.0,30.4,2.0,14.5,19209.83333333333,17616.5,20359.5
04-13T05:00:00,55.1,50.0,59.0,47.6,37.0,54.0,1015.5,1012.2,1018.8,0.0,9.9,24.7,25.0,15.7,15.2,19.4,55.1,54.9,4.5,21.6,61.0,1.4,3.0,28.4,2.0,16.8,19761.5,18685.08333333333,21540.08333333333
04-13T06:00:00,55.6,51.1,60.1,47.6,37.0,55.0,1015.9,1012.7,1019.2,0.0,9.5,15.7,20.2,22.3,20.9,20.9,55.6,55.4,4.8,18.4,72.0,1.5,3.0,34.8,2.0,10.5,20358.666666666668,19960.416666666668,23220.666666666668
04-13T07:00:00,57.8,53.1,62.1,48.2,37.9,55.9,1016.4,1013.2,1019.7,0.1,7.3,15.5,21.6,20.4,19.6,22.9,57.8,57.7,5.1,17.3,79.0,1.7,3.0,35.1,2.0,11.9,20491.666666666668,20684.666666666668,24359.58333333333
04-13T08:00:00,60.6,55.9,66.9,47.9,37.0,55.9,1016.6,1013.5,1019.9,0.6,5.0,16.5,23.2,19.1,20.1,21.1,60.6,60.6,5.5,16.0,107.0,1.0,3.0,26.7,4.0,15.2,20317.58333333333,20719.33333333333,24820.666666666668
04-13T09:00:00,63.1,57.0,71.1,47.4,36.0,55.9,1016.8,1013.6,1020.1,1.5,3.3,18.9,17.9,23.0,21.0,19.2,63.1,63.1,5.9,16.0,235.0,1.6,7.0,21.9,4.0,15.3,19792.666666666668,20001.08333333333,24350.5
04-13T10:00:00,64.7,57.9,73.0,47.6,35.1,55.9,1017.0,1013.6,1020.3,2.1,2.4,16.6,21.5,22.7,21.5,17.7,64.7,64.7,8.1,8.4,249.0,5.5,7.0,41.1,6.0,25.3,19275.916666666668,19494.416666666668,23476.0
04-13T11:00:00,65.1,60.1,72.0,49.1,41.0,55.9,1016.8,1013.5,1020.2,2.1,2.0,20.4,24.2,23.7,18.0,13.7,65.1,65.1,10.6,1.1,250.0,9.4,7.0,56.2,6.0,33.3,18906.0,19392.5,22838.916666666668
04-13T12:00:00,65.1,60.1,72.0,49.2,39.9,55.9,1016.5,1013.1,1020.0,2.0,1.9,21.9,23.7,24.4,17.7,12.2,65.1,65.1,12.4,0.7,251.0,11.6,7.0,59.0,6.0,35.3,18744.75,19391.83333333333,22303.75
04-13T13:00:00,65.1,60.1,71.1,49.3,41.0,55.9,1016.2,1012.8,1019.7,1.9,1.8,21.3,25.2,23.5,18.3,11.6,65.1,65.1,13.6,0.4,252.0,12.8,7.0,63.6,6.0,32.1,18856.25,19387.33333333333,22026.166666666668
04-13T14:00:00,64.8,60.1,71.1,49.6,41.0,55.9,1015.7,1012.3,1019.2,1.6,1.9,20.8,27.6,23.2,19.1,9.2,64.8,64.8,14.6,0.2,254.0,13.8,7.0,67.0,6.0,30.3,19171.58333333333,19278.08333333333,21900.0
04-13T15:00:00,64.2,60.1,70.0,49.7,42.1,55.9,1015.2,1011.7,1018.5,1.3,2.2,20.8,25.9,27.1,16.6,9.5,64.2,64.2,15.1,0.2,256.0,14.4,7.0,73.5,6.0,24.1,19745.33333333333,19413.08333333333,22091.75
04-13T16:00:00,63.2,59.0,69.1,49.8,42.1,55.9,1014.9,1011.4,1018.2,1.0,2.8,20.5,25.1,24.6,18.2,11.6,63.2,63.2,14.8,0.0,255.0,14.1,7.0,73.3,6.0,24.3,20724.33333333333,19739.75,22564.666666666668
04-13T17:00:00,61.9,57.0,66.9,49.9,43.0,55.9,1014.8,1011.3,1018.1,0.7,3.8,24.7,23.7,24.9,15.6,11.0,61.9,61.9,14.1,0.2,256.0,13.4,7.0,72.2,6.0,24.8,22090.5,20751.416666666668,23695.83333333333
04-13T18:00:00,60.2,55.9,64.9,50.0,43.0,55.9,1014.8,1011.2,1018.0,0.4,5.2,23.2,26.1,21.7,18.0,11.1,60.2,60.2,12.6,0.0,257.0,11.9,7.0,67.9,6.0,28.0,23282.166666666668,22203.08333333333,24986.5
04-13T19:00:00,59.2,55.0,64.0,49.8,43.0,55.0,1014.9,1011.5,1018.1,0.3,6.0,19.8,30.6,22.0,16.6,11.0,59.2,59.2,10.8,0.9,258.0,9.9,7.0,61.3,6.0,31.0,24493.25,23543.83333333333,26207.416666666668
04-13T20:00:00,59.0,55.0,63.0,49.7,43.0,55.9,1015.4,1012.1,1018.6,0.2,6.3,33.8,24.6,17.0,13.4,11.2,59.0,59.0,9.0,3.6,257.0,7.7,7.0,47.8,6.0,34.2,24947.33333333333,23925.916666666668,26347.416666666668
04-13T21:00:00,58.7,55.0,63.0,49.4,43.0,55.9,1015.8,1012.3,1019.0,0.2,6.5,37.7,22.8,15.4,11.8,12.3,58.7,58.7,7.5,8.7,254.0,5.5,7.0,34.9,6.0,32.6,24123.5,23033.58333333333,25412.08333333333
04-13T22:00:00,58.5,54.0,63.0,49.2,41.0,55.0,1015.8,1012.4,1019.0,0.2,6.6,38.3,20.5,12.8,15.3,13.2,58.5,58.5,6.8,12.8,253.0,4.0,7.0,27.6,6.0,25.3,22702.58333333333,21581.916666666668,23925.916666666668
04-13T23:00:00,58.0,54.0,62.1,49.2,42.1,55.0,1015.9,1012.4,1019.0,0.1,7.1,40.7,20.7,11.9,13.3,13.3,58.0,58.0,6.1,15.1,253.0,2.6,7.0,24.9,6.0,18.3,21257.36363636364,20158.0,22459.18181818182
04-14T00:00:00,57.4,53.1,61.0,49.2,42.1,55.0,1015.9,1012.4,1019.1,0.1,7.7,39.6,21.9,12.5,12.5,13.5,57.4,57.3,5.7,15.8,258.0,1.1,3.0,19.7,7.0,18.6,20057.0,19234.0,21411.69230769231
04-14T01:00:00,57.0,53.1,61.0,48.9,41.0,55.0,1015.7,1012.0,1019.0,0.1,8.1,39.7,22.4,10.7,13.0,14.2,57.0,56.9,5.2,19.1,307.0,0.3,3.0,20.8,7.0,14.5,19188.08333333333,18589.916666666668,20635.08333333333
04-14T02:00:00,56.3,52.0,60.1,48.8,41.0,55.0,1015.4,1011.9,1018.8,0.1,8.8,36.9,20.9,14.0,12.1,16.0,56.3,56.2,4.4,27.1,38.0,0.5,3.0,21.7,7.0,13.1,18609.5,17990.75,20309.58333333333
04-14T03:00:00,55.7,51.1,60.1,48.6,41.0,55.0,1015.3,1011.8,1018.6,0.0,9.4,34.6,22.0,12.8,13.3,17.3,55.7,55.6,4.3,27.1,68.0,1.1,3.0,26.5,2.0,13.8,18309.666666666668,18152.83333333333,20187.33333333333
04-14T04:00:00,55.4,51.1,60.1,48.3,39.9,55.0,1015.2,1011.8,1018.7,0.0,9.7,30.6,19.8,12.9,15.2,21.4,55.4,55.2,4.3,20.9,70.0,1.1,3.0,30.2,2.0,14.6,18254.916666666668,18610.416666666668,20609.58333333333
04-14T05:00:00,55.1,50.0,59.0,47.9,37.9,55.0,1015.4,1012.1,1018.8,0.0,9.9,24.1,24.4,16.3,15.1,20.1,55.1,54.9,4.5,22.0,63.0,1.4,3.0,28.5,2.0,16.4,18536.75,19655.33333333333,21827.25
04-14T06:00:00,55.7,51.1,60.1,47.8,37.0,55.0,1015.8,1012.5,1019.1,0.0,9.4,16.2,20.6,21.7,20.9,20.6,55.7,55.5,4.8,18.4,71.0,1.5,3.0,34.9,2.0,9.6,18871.83333333333,20793.0,23292.0
04-14T07:00:00,57.9,53.1,63.0,48.3,37.9,55.9,1016.3,1013.0,1019.6,0.1,7.2,16.6,21.9,19.4,20.2,21.9,57.9,57.9,5.1,17.8,81.0,1.7,3.0,34.6,2.0,11.2,18849.5,21065.666666666668,24086.33333333333
04-14T08:00:00,60.8,55.9,68.0,48.1,37.0,55.9,1016.5,1013.2,1019.9,0.7,4.9,17.3,23.9,18.6,19.8,20.4,60.8,60.7,5.5,15.1,113.0,0.9,3.0,26.5,4.0,15.4,18810.0,20419.166666666668,23867.08333333333
04-14T09:00:00,63.3,57.0,71.1,47.5,36.0,55.9,1016.7,1013.3,1020.1,1.5,3.2,20.7,17.9,22.4,20.7,18.4,63.3,63.3,5.9,15.3,236.0,1.6,7.0,22.8,4.0,15.9,18358.166666666668,19320.58333333333,22986.0
04-14T10:00:00,64.8,57.9,73.0,47.9,36.0,55.9,1016.9,1013.4,1020.1,2.2,2.4,17.8,21.6,21.6,21.6,17.3,64.8,64.8,8.2,8.7,250.0,5.7,7.0,42.0,6.0,25.7,17835.833333333332,18407.5,21864.0
04-14T11:00:00,65.2,59.0,73.0,49.3,41.0,55.9,1016.7,1013.4,1020.1,2.1,2.0,21.1,24.3,23.3,18.6,12.7,65.2,65.1,10.7,0.9,250.0,9.4,7.0,56.6,6.0,33.2,17517.916666666668,17823.75,21020.5
04-14T12:00:00,65.3,60.1,72.0,49.3,39.9,55.9,1016.4,1013.0,1019.8,2.1,1.8,22.6,24.1,25.1,17.1,11.2,65.3,65.2,12.6,0.4,251.0,11.6,7.0,60.0,6.0,34.3,17437.75,17663.333333333332,20471.33333333333
04-14T13:00:00,65.2,60.1,72.0,49.5,42.1,55.9,1016.0,1012.4,1019.6,1.9,1.7,22.2,25.1,24.1,17.2,11.3,65.2,65.2,13.7,0.4,253.0,12.9,7.0,63.6,6.0,32.1,17576.5,17520.583333333332,20123.166666666668
